latitude,longitude,distance_from_isr,groundwater_depth,pH,EC,TDS,sulfate,nitrate,chloride,iron,manganese,arsenic,rainfall,hydraulic_conductivity,porosity,season,phase,synthetic_data,risk_level
22.786978024277982,86.27712633815084,10.45504735800039,13.448736735563225,8.34,1514.0,896.0,47.2,0.15,286.0,0.021,0.011,0.06,84.37803863260933,0.25435779099590244,0.35324618986995904,pre-monsoon,baseline,False,0
22.619439219876025,86.09676306742016,6.088802651699299,11.351953501594522,8.02,1819.0,984.0,49.0,0.26,320.0,0.05,0.03,0.101,357.24979159462515,2.630245628477945,0.1670691090773776,monsoon,baseline,False,0
22.82929895995569,86.30062686506201,3.834649683383226,6.163140898504202,7.99,1646.0,884.0,41.0,0.22,294.0,0.03,0.01,0.144,6.751138210736151,2.1339557062801187,0.27356964809559514,pre-monsoon,baseline,False,1
22.74868401452968,86.0913872616279,3.7161158523290347,8.046747504034306,8.37,2161.0,1211.0,69.0,2.87,517.0,2.45,0.365,0.004,75.46231208702433,2.9027206065260978,0.18756736365054794,pre-monsoon,baseline,False,0
22.447088673943824,86.41779222504664,8.87283438220843,14.605280901471899,8.1,2982.0,1663.0,85.0,1.3,814.0,1.2,0.41,0.008,7.673833379330485,8.56544335531655,0.27848182530779214,winter,baseline,False,1
22.887811175818378,86.26769376534442,20.63309408097923,7.936006294494646,8.6,2269.0,1356.0,85.6,2.25,653.0,0.1,0.01,0.037,63.23341650823717,0.31230741600406864,0.2421348009587364,winter,baseline,False,0
22.780569850995175,86.22861273565789,8.80602820117506,37.512909886103415,7.0,2161.0,1211.0,250.0,2.87,517.0,2.45,0.37,0.01,71.1723739068924,1.1748659992344173,0.14014565044914817,post-monsoon,baseline,False,0
22.793032152638474,86.18090725348873,7.450331633868221,42.43929897397285,7.6,1423.0,811.0,43.0,0.1,266.0,0.06,0.05,0.0295,5.901541506932929,3.4040396921065086,0.30569781949410907,winter,baseline,False,0
22.46405681633777,86.37816955587132,9.496632152040771,26.649675125761554,8.46,9979.0,5970.8,54.14,0.33,3129.7,2.0,0.039,0.074,41.233948324135945,0.48177032678085974,0.21369995723147614,winter,baseline,False,2
22.625192968947783,86.21708756633203,17.514736051893077,22.489510332362716,8.23,11160.0,4349.0,67.08,0.19,3505.0,5.49,0.128,0.013,82.8877944701081,7.549650900202287,0.21796598569758674,pre-monsoon,baseline,False,1
22.58539901211629,86.05258995158967,9.125484943030605,32.748943036222656,7.42,3499.0,2282.0,118.0,9.94,1010.0,1.945,0.139,0.009,363.4429809180861,2.7861706662064907,0.1858148553226186,monsoon,baseline,False,0
22.8633824944243,86.07080354127231,6.251898659779845,53.12527182290347,,3499.0,2282.0,118.0,10.0,1010.0,1.945,0.139,0.009,299.43208047845576,4.284795249463266,0.2107430033987467,monsoon,baseline,False,0
22.72193256004033,86.5771385987297,15.536852268783292,51.81223947522133,,,,125.0,12.0,680.0,,,,76.14103319784753,1.1963770741049695,0.275673426441695,pre-monsoon,baseline,False,0
22.811380806635412,86.54514841442456,10.346987398748071,7.391128410703557,,,,80.0,2.0,672.9,,,,58.97075844976803,4.160080818171504,0.23864533954381567,post-monsoon,baseline,False,0
22.621707099413666,86.41982428028645,20.10352427736158,14.982412527808824,,1674.0,951.0,123.0,0.11,320.0,0.503,0.6,0.02,357.0582833476479,5.231884723542353,0.26971972013694884,monsoon,baseline,False,0
22.51361936089239,86.15952197687571,8.929694680702024,18.02096791074178,7.7,1674.0,954.0,123.0,0.11,320.0,0.53,0.62,0.02,307.2879669380282,2.4663452492249442,0.2717153112357306,monsoon,baseline,False,0
22.677292393507916,86.58150582640863,3.8372659569923147,18.71631667077165,7.9,1840.0,945.0,85.0,0.2,371.0,0.006,0.12,0.05,73.38966442629192,2.4697279033600106,0.32923969933169,pre-monsoon,baseline,False,0
22.431908628052085,86.46725054237947,3.5202993272050502,36.417795845852496,7.79,2053.0,1273.0,189.0,0.04,419.0,1.89,1.195,0.014,35.802032870778824,2.550925146477234,0.22943283094813724,pre-monsoon,baseline,False,1
22.813815585996288,86.4301341134954,21.541866075741222,27.894433413675575,8.53,1885.0,1071.0,61.0,2.8,423.0,0.12,0.014,0.007,0.0,0.919556713964028,0.1613885309892561,winter,baseline,False,0
22.71583219956103,86.26961690128627,22.502827638801197,7.708976596017669,8.83,1326.9,794.0,90.62,2.15,186.46,0.313,0.034,0.038,81.41460409447198,1.7513227653792305,0.314033344994319,pre-monsoon,baseline,False,0
22.779043870042685,86.1633449371071,7.183092593903093,25.54877761527644,8.61,1346.3,785.7,83.2,4.25,192.9,0.25,0.028,0.086,67.24933565030254,1.743469165113939,0.23011070967416472,pre-monsoon,baseline,False,1
22.577262984064934,86.0578345772921,6.356825700086097,33.806412179470044,8.98,1628.0,940.0,102.0,0.47,301.0,0.18,0.016,0.002,331.5806959582131,2.8241336880684913,0.3168755466746426,monsoon,baseline,False,0
22.88534901219745,86.5415614379263,19.226857256108605,10.591954659704378,8.74,1640.0,965.0,96.0,1.94,338.0,0.23,0.02,0.001,393.5353654706319,4.918428174727219,0.2730026267909482,monsoon,baseline,False,0
22.846560560661096,86.27346577390017,4.11736803370378,50.84022045837079,7.7,2430.0,1510.0,1197.0,3.09,542.0,0.02,0.04,0.035,76.78042735290772,0.7714099819708531,0.2421317481877993,post-monsoon,baseline,False,1
22.78919174853688,86.12141801887714,4.6767589141720896,7.857902655580734,7.85,2488.0,1544.0,214.0,0.9,555.0,0.03,0.27,0.083,350.96323021912804,1.7871801692307432,0.27092655364277773,monsoon,baseline,False,1
22.49731935392598,86.18357397449039,11.768631195891482,55.86630279599341,7.94,2100.0,1261.0,144.0,2.84,471.0,0.073,0.04,0.043,68.06740343035803,7.587158699675336,0.36706075360757795,pre-monsoon,baseline,False,0
22.633360501863514,86.34753174136513,6.3134259435054,10.451222786893151,8.15,1758.0,1111.0,156.0,0.33,377.0,0.54,0.103,0.145,41.41002197614159,1.0242060987013746,0.3746188317432252,pre-monsoon,baseline,False,0
22.421901882893614,86.10606366976354,7.9754527773432935,51.3966223378764,8.9,1296.8,818.8,99.2,3.1,195.5,0.07,0.002,0.05,39.134088801997876,0.9542039607958434,0.25416286810796673,winter,baseline,False,0
22.477144746033773,86.51396857045542,7.252714427333565,54.64592291601894,,1211.0,694.0,93.0,1.8,174.0,0.32,0.02,0.03,73.99642958505827,2.3994097106537735,0.2596114355990245,post-monsoon,baseline,False,0
22.741524476621226,86.45511171790112,9.796118844512314,58.8763874322626,,2374.0,1442.0,92.6,3.06,630.4,0.272,0.022,0.08,77.65085033351372,4.276324384677471,0.31457440944798315,post-monsoon,baseline,False,0
22.772381077953906,86.43167777357056,18.614310348309605,49.111423415047646,8.88,1599.0,934.0,90.0,0.97,289.0,0.27,0.017,0.008,130.87927919410023,2.020673012776378,0.19926033803395918,post-monsoon,baseline,False,0
22.883754866217103,86.25925582386506,8.446840666379702,47.871264742423094,,2358.0,1322.0,80.0,1.87,582.0,0.09,0.013,0.015,58.78241842462701,6.614152767925762,0.2699842223570953,post-monsoon,baseline,False,0
22.562912679069075,86.37638530442146,11.772953420805006,40.336580179755124,8.23,2626.0,1486.0,112.0,2.7,643.0,0.2,0.02,0.02,0.0,4.324349674799569,0.24844822912276862,pre-monsoon,baseline,False,0
22.585229853017434,86.35045878134764,2.338099175413923,47.84479950179709,,1930.0,1110.0,61.0,3.9,467.0,0.17,0.02,0.05,398.32810985035684,4.266463401123743,0.2688344926874532,monsoon,baseline,False,0
22.634777905637904,86.38990796093289,7.769536425654416,12.40037146272309,8.74,1717.0,997.0,204.0,0.75,234.0,0.04,0.01,0.005,426.4798385782101,3.2931746270109756,0.19999787164303565,monsoon,baseline,False,0
22.494735679542142,86.05066659268394,4.823517238619963,34.48374197712005,8.34,1662.0,1035.0,224.0,0.89,231.0,0.03,0.02,0.006,337.84192203652003,16.249058536328207,0.15462595040146188,monsoon,baseline,False,0
22.464960752667736,86.24948444130236,3.850310157427497,33.2822578604728,8.7,2017.0,1221.0,364.0,0.89,289.0,0.02,0.01,8.7,0.0,1.662797891877158,0.1256209938405225,winter,baseline,False,1
22.637852463112967,86.02496850431713,4.723500336764464,52.166467926740665,7.64,3062.5,2022.9,60.35,1.02,517.9,0.332,0.121,0.013,340.6854807141217,0.3295514200944791,0.18295695322062355,monsoon,baseline,False,1
22.51345467452544,86.2963944915467,6.546741711544239,30.453965107643373,7.61,3466.0,2178.0,617.0,1.87,626.0,0.274,0.132,0.0055,81.41331150477993,8.473775049817602,0.22247948290364003,post-monsoon,baseline,False,1
22.734906997341255,86.19791672739967,13.859668380344466,26.179922285519442,,3083.0,2076.0,636.5,0.76,514.8,0.506,0.132,0.026,19.30228476933229,1.3247419592000154,0.23240850480107428,winter,baseline,False,1
22.618575959436164,86.08671451331962,3.609632299403171,40.17597991804106,7.0,2320.0,1438.0,344.0,0.125,384.0,0.46,0.17,0.01,316.59835874234454,2.2039243802456228,0.366233869745771,monsoon,baseline,False,0
22.816339098028916,86.06204178063354,8.148390615291213,19.655482462546534,,,,,,,,,,42.38683427429432,6.499614041672593,0.31635960219443787,winter,baseline,False,0
22.750132551001123,86.35258674330663,5.9831063025314934,12.687262602467626,7.686,2182.35,1307.06,96.2,2.96,566.2,0.102,0.0544,0.0272,105.73522125858258,0.47289287011170594,0.19227453301950237,post-monsoon,baseline,False,0
22.55618332069102,86.10235578112213,6.572128055929129,31.283250071306018,7.88,2318.0,1390.0,94.0,5.3,631.1,0.45,0.04,0.019,0.0,0.6483430580575403,0.2708625071470574,winter,baseline,False,0
22.8161299006976,86.55507207102607,14.601090779709846,27.928915272718676,7.83,2061.0,1208.0,103.0,6.3,527.0,0.55,0.046,0.03,370.9759019508466,0.4733108288600815,0.2255753058189805,monsoon,baseline,False,0
22.8023821787484,86.34863668382023,11.048678232957808,17.791346729088055,8.29,3403.3,1928.3,182.5,0.82,854.5,0.04,0.02,0.023,411.5805494583767,0.9786556053030866,0.2329381697175943,monsoon,baseline,False,0
22.593739189515087,86.2081218827209,17.847802763114025,25.21314955633204,8.29,3403.3,1928.3,182.05,0.82,854.5,0.04,0.02,0.023,355.1588099731118,2.970766873275864,0.2611195389649229,monsoon,baseline,False,0
22.544164051965122,86.35454929488884,7.291710347922805,25.151584740443607,8.28,3509.0,2013.0,206.0,2.68,856.0,0.24,0.111,0.023,49.88024513794482,3.2056543634352286,0.2871502670185236,pre-monsoon,baseline,False,0
22.741247751987487,86.01368232261783,5.26918643869785,23.01225604269,8.23,2318.0,1435.0,112.0,2.42,608.0,0.22,0.154,0.017,345.7399035677744,2.564577998167256,0.22964449096695908,monsoon,baseline,False,0
22.469876241804652,86.57513552794487,6.994514867645221,25.870524384981092,7.8,1579.0,960.0,39.0,0.17,463.0,0.42,0.103,0.076,43.457703009056836,0.5608273835895972,0.3138310919640615,winter,baseline,False,0
22.499954101237552,86.28938206216574,9.252924062566127,42.715884000077,,1674.0,954.0,123.0,0.11,320.0,0.53,0.62,0.02,38.079851834783454,0.25008712735644006,0.18148370643145575,post-monsoon,baseline,False,0
22.4036811348755,86.46964113635016,8.894077063851547,21.32820610142069,7.8,1110.0,622.0,18.0,0.04,225.0,0.65,0.02,0.006,64.93172108931907,2.1002689488528032,0.2503803437417361,pre-monsoon,baseline,False,0
22.793462188751068,86.04963799995346,4.17372406466557,57.18718596934372,8.18,1318.0,663.0,10.3,0.83,213.5,0.18,0.025,0.0005,338.2860815161157,1.3080647440058824,0.4,monsoon,baseline,False,0
22.732425428296015,86.29199499850289,8.446358575318504,55.39914107459978,7.91,1140.0,697.8,76.2,0.2,128.0,0.18,0.015,0.0057,115.43475038868137,3.0240420846585714,0.2633847845575165,pre-monsoon,baseline,False,0
22.752582689313165,86.29442419661271,9.17404718739949,31.45007355650432,8.11,1174.0,740.0,77.2,1.11,140.5,0.078,0.0134,0.0007,54.774817985851264,3.7618296352179597,0.3359928703963704,pre-monsoon,baseline,False,0
22.790364515510984,86.56269587298499,25.0,23.059866275257885,8.0,1180.0,728.5,83.4,0.16,122.5,20.0,0.016,0.008,75.0366283335856,2.2649766943520326,0.2554912106903925,winter,baseline,False,0
22.629457887769167,86.34303683142564,24.6690225423444,34.44891344065017,8.04,1984.0,1122.0,62.0,0.01,437.0,0.09,0.02,0.02,316.8877790665398,3.96405288380115,0.2848466257197878,monsoon,baseline,False,0
22.684370597976447,86.28409364063417,4.794625155981117,51.67082688254935,7.92,1166.0,727.0,72.0,0.21,133.0,0.03,0.01,0.003,367.6177750040838,2.458219770066382,0.24659300833643852,monsoon,baseline,False,0
22.469898499063827,86.16018539785513,6.732937485645542,40.892303730805615,8.08,2567.0,1508.0,192.0,0.46,574.0,0.02,0.01,0.003,99.58200791373686,3.222654554065177,0.23977554513014773,post-monsoon,baseline,False,0
22.457265036767986,86.19894139840552,3.3246896804939725,49.24155053708926,6.9,1817.0,1115.0,167.0,0.03,316.0,0.02,0.01,0.003,33.928582564056526,1.060712915636776,0.20323105619647483,pre-monsoon,baseline,False,0
22.734201480895234,86.31240344148291,5.612618314056835,34.299725183615706,,1541.0,967.0,145.0,0.97,213.0,0.01,0.01,0.005,355.3218834391082,1.7014773585501484,0.2758180815374532,monsoon,baseline,False,0
22.635548103071564,86.26334687618302,9.66783642842216,39.81046960971914,8.2,9539.0,5383.0,15.8,0.031,2956.0,,0.257,0.028,126.37556510494801,2.3874973121025826,0.19890776864885393,post-monsoon,baseline,False,1
22.682618053240592,86.0129672479282,16.49329136373489,20.848558780035397,8.3,1705.0,1053.0,138.0,1.73,293.0,0.65,0.074,0.074,80.28624887140198,4.18548592551668,0.28993511417880574,post-monsoon,baseline,False,0
22.78249942870801,86.49577515451661,5.165444913987969,45.419123927065996,8.2,1626.0,979.0,129.0,0.86,254.0,3.52,0.124,0.2,0.0,1.4032347758271404,0.3151172202667546,winter,baseline,False,1
22.717359160000292,86.53769646310386,5.402996340966608,16.13225262191451,,,1000.0,160.0,10.0,300.0,6.3,0.3,0.05,89.47311520567662,3.1969515358970755,0.2719918844342338,post-monsoon,baseline,False,0
22.676789700328996,86.08414945339916,2.2057511838628825,43.2138970850174,8.5,1602.0,952.0,132.1,2.79,278.8,0.63,0.019,0.042,322.92730715622463,1.5744283717627212,0.2328250759866585,monsoon,baseline,False,0
22.679603580372707,86.33242168612342,7.256096335214141,52.33954875792417,,1281.0,878.0,250.0,10.0,250.0,0.6,0.1,0.05,79.72977184008353,1.799230781519654,0.27723793475852176,post-monsoon,baseline,False,0
22.551975049031306,86.06514544468126,4.229115605835971,12.265656051584916,,4566.0,2607.0,14.0,0.05,1405.0,0.27,0.028,0.003,22.55236690944637,4.219490214002333,0.23147961666721525,winter,baseline,False,1
22.41540891728397,86.40334405582388,5.8227804328152315,38.79088572980559,,1748.0,1002.0,20.0,0.03,386.0,0.29,0.037,0.001,38.83043351953448,0.33266904123317065,0.30613282752790894,post-monsoon,baseline,False,0
22.61835869461618,86.1687402703034,4.727162247454995,10.230266152646404,7.3,1667.0,754.0,155.0,0.025,217.0,,0.059,0.014,0.0,0.6227077852909,0.1401156349470926,winter,baseline,False,0
22.507292336409762,86.39565358081514,7.560096911783813,44.91435955492848,,3388.0,1933.0,196.0,1.79,866.0,0.105,0.06,0.009,104.46200506576577,0.5268603915854605,0.22986355791288124,post-monsoon,baseline,False,0
22.604264321862317,86.43619676857213,2.786550655793641,9.647127035293613,,3519.0,2045.0,248.0,1.3,870.0,0.02,0.03,0.014,9.318439114909589,0.2448505321894678,0.13055128029256013,winter,baseline,False,1
22.826701536634083,86.4611884951506,3.3175096447197396,56.47669024853443,,4276.0,2524.0,496.0,0.97,952.0,0.13,0.04,0.068,0.0,1.0862258712042794,0.1602963501863677,pre-monsoon,baseline,False,2
22.51696974293267,86.06464456757354,25.0,12.55743615207912,7.56,2245.0,1439.0,181.0,0.12,445.0,0.041,0.125,0.023,113.54532109824405,3.926065150393048,0.33183173378883457,post-monsoon,baseline,False,0
22.429151370844533,86.54960710708256,3.695027485416082,57.73841352499942,7.6,2761.0,1577.0,189.0,0.22,641.0,0.2,0.245,0.089,358.17109265822717,1.5476714651309587,0.30371109891830117,monsoon,baseline,False,1
22.540691946011,86.13812839453692,4.142792985725472,49.048629684680314,6.9,2787.0,1635.0,239.5,0.16,572.4,0.25,0.32,0.032,68.58375527890549,2.3896771050043477,0.2068311860029126,post-monsoon,baseline,False,1
22.54679687888334,86.0224475337057,24.08501008175286,37.652510245649474,7.1,2648.0,1627.0,350.0,0.03,531.0,0.06,0.84,0.026,50.49509366825276,5.330488727023962,0.15984979263754617,post-monsoon,baseline,False,1
22.730958257363447,86.33291148163488,25.0,48.04432575462508,,,2044.0,150.0,0.01,906.0,0.03,0.02,,50.07423688943011,6.606570602250629,0.1,winter,baseline,False,0
22.678516076170638,86.22255337031746,3.9610199862457782,48.73131614406972,7.74,,1427.0,94.0,0.0,538.0,0.04,0.02,,35.48051867681289,1.8793444877408847,0.21739026952404192,winter,baseline,False,0
22.791949104553204,86.49787384587944,6.414058151743063,57.03148845495316,8.7,1439.0,879.0,92.0,1.18,203.0,0.203,0.043,0.119,421.4780684805222,6.762377173826616,0.3952249007348442,monsoon,baseline,False,1
22.73215677016369,86.48495088323858,9.819545834302362,18.936084461155296,8.5,1656.0,1036.0,122.0,1.6,259.0,0.72,0.115,0.044,102.60565796174812,2.1728967238415913,0.2760930562878188,post-monsoon,baseline,False,0
22.603193430720033,86.19028333569362,22.57086980799387,37.454174244707005,8.41,2236.0,1411.5,214.3,0.01,436.0,0.48,0.17,0.007,101.63109423786045,0.9412832069287463,0.21642566283703063,post-monsoon,baseline,False,0
22.807010192333017,86.57173963704184,4.425252303713903,10.227705866042067,7.0,3.204,2.289,793.0,0.16,538.0,0.915,0.224,0.009,344.9921620967431,1.1713850634655196,0.27790481257001837,monsoon,baseline,False,0
22.483486459953852,86.17455070288408,6.905200574197187,38.88911350132667,7.05,3155.0,2234.0,773.0,0.05,514.0,0.15,0.14,0.01,84.50327601602373,0.5276428309296074,0.15634249882033344,pre-monsoon,baseline,False,1
22.41135603656693,86.30903427753903,12.7539890242159,14.421021725103385,7.31,3200.0,2575.0,1018.0,0.005,499.5,1.06,0.38,0.001,78.7525560374446,0.899268802260565,0.23216059823814186,pre-monsoon,baseline,False,1
22.44502393038782,86.15357905434055,10.384363720487459,36.0722836309843,7.07,3585.0,2510.0,793.0,0.05,720.0,4.06,0.39,0.005,127.55175025695584,1.4490847660152406,0.2559686483809443,post-monsoon,baseline,False,1
22.761179675298223,86.56162614202937,6.383700206701993,36.483678271861734,,,,,,,,,,334.36031244088144,4.122145160980578,0.24483396089073708,monsoon,baseline,False,0
22.80731922155894,86.25978349572065,1.7445261052168213,27.913529818803134,7.0,5460.0,3710.0,1123.0,0.37,942.0,5.9,0.04,0.005,87.92514679051588,1.458327216253679,0.2960390344276736,pre-monsoon,mining,False,2
22.851276984609616,86.0215056508509,0.8846790761170076,5.091338922114029,6.92,4070.0,,828.0,,512.0,,,,113.92783567302943,0.7969964352415809,0.18159034485242617,pre-monsoon,mining,False,1
22.793794918114667,86.57586471339752,0.5972575448922788,11.163870404928364,6.95,4290.0,2786.0,911.0,,610.0,,,,75.48892716304353,1.8341591311525183,0.18282784748376843,pre-monsoon,mining,False,1
22.492589672476782,86.0618016104781,0.9719243851466233,52.452051005748295,6.92,4260.0,,924.0,,530.0,,,,78.84849910242914,5.5199243317255675,0.27686882300336263,post-monsoon,mining,False,1
